1	0.00000	0.07648	2.00499	0.51391	-0.05198	-0.16091	-0.24294	0.54215	0.99999	-0.00424	0.00281	0.00424	0.99999	-0.00090	-0.00281	0.00091	1.00000		-4.73291	56.86005	874.40026	179.88394	2.39849	-2.28314	0.58407	0.99833	0.03992	0.04174	0.03980	-0.99920	0.00369	0.04185	-0.00202	-0.99912		501.62239	3.64005	37.81747	1.27295	-0.39863	0.49593	0.36589	0.99994	0.00850	0.00715	-0.00866	0.99972	0.02215	-0.00696	-0.02221	0.99973	
2	0.01000	0.06909	1.98054	0.52463	-0.05052	-0.15390	-0.23255	0.53195	0.99999	-0.00406	0.00269	0.00406	0.99999	-0.00087	-0.00269	0.00088	1.00000		-4.85079	56.95303	874.36165	179.87354	2.35895	-2.27346	0.60034	0.99837	0.03976	0.04104	0.03964	-0.99921	0.00384	0.04116	-0.00221	-0.99915		501.62172	3.55816	37.87029	1.25559	-0.40915	0.50078	0.36506	0.99994	0.00858	0.00733	-0.00874	0.99972	0.02185	-0.00714	-0.02191	0.99973	
3	0.02000	0.06548	1.98081	0.52113	-0.04889	-0.15777	-0.23494	0.53394	0.99999	-0.00410	0.00276	0.00410	0.99999	-0.00084	-0.00275	0.00085	1.00000		-4.78556	56.97950	874.37657	179.85612	2.37702	-2.26448	0.59755	0.99836	0.03962	0.04134	0.03948	-0.99921	0.00415	0.04147	-0.00251	-0.99914		501.61975	3.56752	37.84117	1.24463	-0.40057	0.50468	0.36459	0.99994	0.00865	0.00718	-0.00881	0.99973	0.02166	-0.00699	-0.02172	0.99974	
4	0.03000	0.00943	2.08296	0.71322	0.03217	-0.03096	-0.26678	0.55953	0.99999	-0.00466	0.00054	0.00466	0.99999	0.00056	-0.00054	-0.00056	1.00000		-6.59530	58.31803	874.07157	179.82425	2.54550	-2.53520	0.68648	0.99804	0.04437	0.04423	0.04419	-0.99901	0.00503	0.04441	-0.00306	-0.99901		501.52382	3.92860	38.87086	1.25845	-0.24111	0.50968	0.36773	0.99995	0.00880	0.00440	-0.00890	0.99972	0.02192	-0.00421	-0.02196	0.99975	
5	0.04000	0.01158	2.07095	0.70470	0.05150	-0.03602	-0.25778	0.56017	0.99999	-0.00450	0.00063	0.00450	0.99999	0.00090	-0.00063	-0.00090	1.00000		-6.57625	58.65247	874.05219	179.81906	2.53491	-2.54220	0.68581	0.99804	0.04449	0.04404	0.04431	-0.99900	0.00512	0.04423	-0.00315	-0.99902		501.52888	3.86954	38.82683	1.23689	-0.23930	0.50661	0.36982	0.99995	0.00875	0.00437	-0.00884	0.99973	0.02155	-0.00418	-0.02159	0.99976	
6	0.05000	0.24302	2.69899	0.09047	0.77390	-0.95910	-0.48198	0.65050	0.99982	-0.00864	0.01662	0.00841	0.99987	0.01365	-0.01674	-0.01350	0.99977		6.61130	68.96516	874.03792	179.14328	1.59290	-2.62581	0.62392	0.99856	0.04622	0.02708	0.04580	-0.99882	0.01621	0.02780	-0.01495	-0.99950		501.81679	5.54787	31.87353	0.23203	0.76064	0.98309	0.36703	0.99976	0.01721	-0.01320	-0.01716	0.99984	0.00428	0.01328	-0.00405	0.99990	
7	0.06000	-0.07402	2.17929	0.61162	0.27682	-0.03366	-0.29644	0.49779	0.99999	-0.00518	0.00056	0.00517	0.99998	0.00483	-0.00059	-0.00483	0.99999		-6.80065	61.94918	873.80395	179.55302	2.52897	-2.59523	0.72255	0.99800	0.04562	0.04372	0.04524	-0.99893	0.00979	0.04412	-0.00779	-0.99900		501.48164	4.12576	39.10688	0.89061	-0.28880	0.73558	0.43739	0.99990	0.01276	0.00524	-0.01284	0.99980	0.01548	-0.00504	-0.01554	0.99987	
8	0.07000	-0.07426	2.15632	0.58785	0.27127	-0.02997	-0.28630	0.49303	0.99999	-0.00500	0.00050	0.00500	0.99998	0.00474	-0.00052	-0.00473	0.99999		-6.89104	61.85763	873.83443	179.55725	2.53438	-2.58720	0.72161	0.99800	0.04548	0.04382	0.04510	-0.99894	0.00972	0.04422	-0.00772	-0.99899		501.46486	4.11933	39.08580	0.92525	-0.25769	0.60488	0.39148	0.99993	0.01048	0.00467	-0.01056	0.99981	0.01610	-0.00450	-0.01615	0.99986	
9	0.08000	-0.07243	2.17386	0.55134	0.28555	-0.03271	-0.28926	0.49005	0.99999	-0.00505	0.00055	0.00505	0.99997	0.00499	-0.00057	-0.00498	0.99999		-6.86199	62.02783	873.86783	179.53836	2.54216	-2.59313	0.72387	0.99799	0.04560	0.04394	0.04520	-0.99893	0.01006	0.04435	-0.00805	-0.99898		501.45670	4.12249	39.09789	0.91043	-0.24027	0.61923	0.38911	0.99993	0.01074	0.00436	-0.01081	0.99982	0.01584	-0.00419	-0.01589	0.99986	
10	0.09000	-0.08274	2.14906	0.57800	0.26039	-0.01497	-0.28525	0.48300	0.99999	-0.00498	0.00024	0.00498	0.99998	0.00455	-0.00026	-0.00454	0.99999		-7.08708	61.64155	873.87343	179.57774	2.56300	-2.58324	0.73088	0.99798	0.04540	0.04434	0.04503	-0.99894	0.00938	0.04472	-0.00736	-0.99897		501.43923	4.10705	39.22497	0.94379	-0.24326	0.59858	0.38814	0.99994	0.01038	0.00442	-0.01045	0.99981	0.01643	-0.00425	-0.01647	0.99986	
11	0.10000	-0.07761	2.15908	0.54112	0.27325	-0.02369	-0.28856	0.48235	0.99999	-0.00504	0.00039	0.00504	0.99998	0.00477	-0.00041	-0.00477	0.99999		-6.93176	61.81434	873.88582	179.57274	2.54068	-2.60249	0.72320	0.99799	0.04574	0.04394	0.04536	-0.99893	0.00946	0.04433	-0.00745	-0.99899		501.43969	4.12697	39.17768	0.92489	-0.23593	0.59931	0.38658	0.99994	0.01039	0.00429	-0.01046	0.99982	0.01610	-0.00412	-0.01614	0.99986	
12	0.11000	-0.08211	2.16705	0.53449	0.27917	-0.02129	-0.29006	0.48088	0.99999	-0.00506	0.00035	0.00506	0.99998	0.00487	-0.00037	-0.00487	0.99999		-6.91420	61.87293	873.88561	179.56770	2.53255	-2.60284	0.72342	0.99799	0.04574	0.04380	0.04537	-0.99892	0.00954	0.04419	-0.00754	-0.99899		501.44622	4.14273	39.18221	0.91305	-0.25520	0.59490	0.38821	0.99994	0.01031	0.00462	-0.01038	0.99982	0.01589	-0.00445	-0.01593	0.99986	
13	0.12000	-0.07600	2.16583	0.51465	0.28536	-0.02781	-0.28611	0.48103	0.99999	-0.00500	0.00046	0.00499	0.99998	0.00498	-0.00049	-0.00498	0.99999		-6.77082	61.96485	873.88296	179.56691	2.51651	-2.59343	0.72045	0.99801	0.04558	0.04352	0.04520	-0.99893	0.00954	0.04391	-0.00755	-0.99901		501.44266	4.12652	39.13751	0.94645	-0.25891	0.58547	0.39191	0.99994	0.01014	0.00469	-0.01022	0.99981	0.01647	-0.00452	-0.01652	0.99985	
14	0.13000	-0.07038	2.16004	0.52690	0.27526	-0.01895	-0.28321	0.47555	0.99999	-0.00494	0.00031	0.00494	0.99998	0.00481	-0.00033	-0.00480	0.99999		-6.85734	61.79952	873.89808	179.57983	2.52459	-2.59603	0.73166	0.99800	0.04562	0.04367	0.04525	-0.99893	0.00932	0.04405	-0.00733	-0.99900		501.43515	4.08615	39.20496	0.93169	-0.25811	0.59121	0.39287	0.99994	0.01024	0.00467	-0.01032	0.99982	0.01621	-0.00450	-0.01626	0.99986	
15	0.14000	-0.06723	2.16971	0.51933	0.27408	-0.01942	-0.28832	0.47490	0.99999	-0.00503	0.00032	0.00503	0.99998	0.00478	-0.00034	-0.00478	0.99999		-6.82260	61.76804	873.91837	179.58124	2.53059	-2.59670	0.72854	0.99800	0.04563	0.04378	0.04526	-0.99893	0.00930	0.04415	-0.00730	-0.99900		501.43239	4.11672	39.21625	0.92864	-0.24714	0.59523	0.39070	0.99994	0.01032	0.00448	-0.01039	0.99982	0.01616	-0.00431	-0.01621	0.99986	
16	0.15000	-0.06192	2.16794	0.50814	0.27175	-0.02161	-0.28654	0.47324	0.99999	-0.00500	0.00035	0.00500	0.99998	0.00474	-0.00038	-0.00474	0.99999		-6.77389	61.75338	873.92862	179.58171	2.53335	-2.60309	0.72946	0.99799	0.04574	0.04382	0.04537	-0.99893	0.00930	0.04420	-0.00729	-0.99900		501.43836	4.10405	39.20943	0.93176	-0.24949	0.58880	0.38943	0.99994	0.01020	0.00452	-0.01028	0.99982	0.01622	-0.00435	-0.01626	0.99986	
17	0.16000	-0.06356	2.16897	0.50306	0.28561	-0.02500	-0.28673	0.47360	0.99999	-0.00501	0.00041	0.00500	0.99998	0.00499	-0.00044	-0.00498	0.99999		-6.74266	61.96753	873.92026	179.56458	2.52817	-2.59210	0.73236	0.99800	0.04556	0.04372	0.04518	-0.99893	0.00959	0.04411	-0.00759	-0.99900		501.43273	4.10246	39.17266	0.91232	-0.25121	0.60081	0.39166	0.99994	0.01041	0.00455	-0.01049	0.99982	0.01588	-0.00438	-0.01592	0.99986	
18	0.17000	-0.07196	2.18232	0.49534	0.28115	-0.02526	-0.29140	0.47586	0.99999	-0.00509	0.00042	0.00509	0.99998	0.00491	-0.00044	-0.00491	0.99999		-6.77072	61.90806	873.91059	179.56290	2.52094	-2.59966	0.72756	0.99800	0.04569	0.04359	0.04531	-0.99893	0.00962	0.04398	-0.00762	-0.99900		501.43676	4.14509	39.17943	0.93947	-0.24760	0.58085	0.39001	0.99994	0.01007	0.00449	-0.01014	0.99981	0.01635	-0.00432	-0.01640	0.99986	
19	0.18000	-0.07960	2.18067	0.50316	0.27347	-0.02136	-0.29372	0.47249	0.99999	-0.00513	0.00035	0.00513	0.99998	0.00477	-0.00037	-0.00477	0.99999		-6.86611	61.83019	873.91667	179.56456	2.52980	-2.60292	0.73197	0.99799	0.04575	0.04375	0.04537	-0.99892	0.00960	0.04414	-0.00759	-0.99900		501.43793	4.14998	39.21791	0.93852	-0.24862	0.59458	0.38593	0.99994	0.01030	0.00451	-0.01038	0.99981	0.01633	-0.00434	-0.01638	0.99986	
20	0.19000	-0.08093	2.18686	0.48142	0.28976	-0.03146	-0.29503	0.47986	0.99999	-0.00515	0.00052	0.00515	0.99997	0.00506	-0.00055	-0.00506	0.99999		-6.76740	62.09255	873.91986	179.54675	2.52825	-2.60690	0.73381	0.99799	0.04583	0.04371	0.04544	-0.99892	0.00991	0.04411	-0.00790	-0.99900		501.44291	4.16289	39.13905	0.90605	-0.24221	0.59478	0.38723	0.99994	0.01031	0.00439	-0.01038	0.99982	0.01577	-0.00423	-0.01581	0.99987	
21	0.20000	-0.08593	2.16986	0.50849	0.27717	-0.01862	-0.28774	0.47174	0.99999	-0.00502	0.00030	0.00502	0.99998	0.00484	-0.00033	-0.00484	0.99999		-6.99433	61.94247	873.90717	179.56236	2.55193	-2.60011	0.72697	0.99798	0.04570	0.04413	0.04532	-0.99893	0.00965	0.04452	-0.00763	-0.99898		501.44138	4.12679	39.22164	0.94553	-0.26426	0.56797	0.39339	0.99994	0.00984	0.00477	-0.00991	0.99982	0.01646	-0.00461	-0.01650	0.99985	
22	0.21000	-0.07440	2.17882	0.49286	0.28870	-0.02535	-0.28926	0.47367	0.99999	-0.00505	0.00042	0.00505	0.99997	0.00504	-0.00044	-0.00504	0.99999		-6.95053	62.13489	873.88843	179.55052	2.54193	-2.59434	0.73003	0.99799	0.04561	0.04395	0.04522	-0.99893	0.00984	0.04435	-0.00784	-0.99899		501.38352	4.11417	39.19854	0.91687	-0.20298	0.63271	0.38125	0.99993	0.01098	0.00372	-0.01104	0.99981	0.01596	-0.00354	-0.01600	0.99987	
23	0.22000	-0.07619	2.16870	0.50165	0.28227	-0.02001	-0.28571	0.46976	0.99999	-0.00499	0.00033	0.00499	0.99998	0.00493	-0.00035	-0.00493	0.99999		-7.03756	62.04891	873.91903	179.54942	2.56484	-2.60046	0.72946	0.99797	0.04572	0.04435	0.04533	-0.99892	0.00989	0.04475	-0.00786	-0.99897		501.43300	4.09266	39.21524	0.92110	-0.25339	0.59808	0.39087	0.99994	0.01037	0.00459	-0.01044	0.99982	0.01603	-0.00442	-0.01608	0.99986	
24	0.23000	-0.07129	2.17943	0.50005	0.28472	-0.01999	-0.29054	0.47525	0.99999	-0.00507	0.00032	0.00507	0.99997	0.00497	-0.00035	-0.00497	0.99999		-7.04236	62.06575	873.91244	179.53816	2.56237	-2.59125	0.73301	0.99798	0.04557	0.04430	0.04517	-0.99893	0.01007	0.04471	-0.00805	-0.99897		501.43500	4.13712	39.21972	0.93246	-0.25660	0.58828	0.39169	0.99994	0.01019	0.00464	-0.01027	0.99982	0.01623	-0.00448	-0.01627	0.99986	
25	0.24000	-0.07131	2.17358	0.49069	0.28275	-0.02403	-0.28618	0.47300	0.99999	-0.00500	0.00040	0.00499	0.99998	0.00494	-0.00042	-0.00493	0.99999		-6.94148	62.04990	873.92286	179.54706	2.55877	-2.59825	0.72845	0.99798	0.04568	0.04424	0.04529	-0.99892	0.00992	0.04464	-0.00790	-0.99897		501.43833	4.09306	39.18552	0.91094	-0.25850	0.59005	0.39756	0.99994	0.01023	0.00467	-0.01030	0.99982	0.01585	-0.00451	-0.01590	0.99986	
