End Effector								Cube					
Pos:x	Pos:y	Pos:z	Rot:x	Rot:y	Rot:z	Rot:w	Pos:x	Pos:y	Pos:z	Rot:x	Rot:y	Rot:z	Rot:w
0.103817807	-0.0069972181	0.4988264006	0.5087658442	0.4910636955	-0.4909943257	-0.5088598382	0.5	1.55600908491105E-16	0.0472844892	1	3.92644319076019E-17	-8.9499268487016E-20	-8.46193233667929E-20
0.103817836	-0.0069972078	0.4988263443	0.5087660546	0.4910636074	-0.4909942295	-0.5088598057	0.5	1.57470566799848E-16	0.0472844892	1	3.9249345097683E-17	-8.72814915169037E-20	-8.24398796095886E-20
0.1038178114	-0.0069972223	0.4988264162	0.5087658438	0.4910636966	-0.4909943575	-0.5088598069	0.5	1.59340281104944E-16	0.0472844892	1	3.95437602229417E-17	-8.6995923724593E-20	-8.10601195143216E-20
0.1038178279	-0.0069972065	0.4988263425	0.5087660196	0.4910636213	-0.4909942228	-0.5088598336	0.5	1.61209930665021E-16	0.0472844892	1	3.99315411728385E-17	-8.69370984433206E-20	-8.12476374760569E-20
0.1038178213	-0.0069972207	0.4988264054	0.5087659042	0.4910636716	-0.4909943409	-0.5088597866	0.5	1.63079498988557E-16	0.0472844892	1	3.98263367096001E-17	-8.62164482322458E-20	-8.20384948211824E-20
0.1038178181	-0.0069972103	0.4988263626	0.5087659467	0.4910636519	-0.4909942572	-0.5088598437	0.5	1.64949215573207E-16	0.0472844892	1	3.96176446428858E-17	-8.66776091805347E-20	-8.19154153355276E-20
0.1038178295	-0.0069972157	0.4988263804	0.508765976	0.4910636412	-0.4909942963	-0.5088597872	0.5	1.66818646489897E-16	0.0472844892	1	3.99977006802035E-17	-8.8687185968396E-20	-8.14514794342677E-20
0.1038178127	-0.0069972157	0.4988263877	0.5087658881	0.491063677	-0.4909943033	-0.5088598337	0.5	1.68688260383859E-16	0.0472844892	1	4.0286433677101E-17	-8.99268239640994E-20	-8.08838779521882E-20
0.1038178315	-0.0069972109	0.4988263594	0.5087660132	0.4910636249	-0.4909942567	-0.5088598038	0.5	1.70557882245872E-16	0.0472844892	1	3.95818517351325E-17	-9.01084637684759E-20	-8.04097722988176E-20
0.1038178141	-0.0069972191	0.4988264016	0.508765876	0.4910636827	-0.4909943306	-0.5088598139	0.5	1.72427385361981E-16	0.0472844892	1	3.96702281731792E-17	-8.96257946274248E-20	-8.02865873634785E-20
0.1038178273	-0.0069972092	0.4988263541	0.508766001	0.4910636296	-0.4909942448	-0.5088598231	0.5	1.74296984758357E-16	0.0472844892	1	3.99594199230065E-17	-9.01246580692116E-20	-7.97288272872179E-20
0.10381782	-0.0069972189	0.4988263983	0.5087659078	0.4910636697	-0.4909943267	-0.5088597984	0.5	1.7616666697173E-16	0.0472844892	1	3.97485534903309E-17	-8.91038084898392E-20	-7.89771958493218E-20
0.1038178209	-0.006997211	0.4988263644	0.5087659572	0.4910636478	-0.490994262	-0.5088598327	0.5	1.78036168926116E-16	0.0472844892	1	4.0041411129587E-17	-8.72471035080517E-20	-7.81722793658818E-20
0.1038178259	-0.006997216	0.4988263835	0.5087659549	0.4910636499	-0.4909943007	-0.5088597956	0.5	1.79905875385111E-16	0.0472844892	1	3.99351378806828E-17	-8.72118382412383E-20	-7.71668974805592E-20
0.1038178165	-0.0069972144	0.4988263808	0.5087659151	0.4910636658	-0.4909942915	-0.5088598289	0.5	1.81775424818696E-16	0.0472844892	1	3.96285182207976E-17	-8.77286700993432E-20	-7.5983804312555E-20
0.1038178282	-0.0069972127	0.4988263686	0.5087659855	0.4910636366	-0.490994273	-0.5088598045	0.5	1.83644875187571E-16	0.0472844892	1	3.94157851985369E-17	-8.8489405745115E-20	-7.54215543104159E-20
0.1038178164	-0.0069972171	0.498826392	0.5087658997	0.4910636726	-0.490994313	-0.508859817	0.5	1.85514338390707E-16	0.0472844892	1	3.97977922447356E-17	-8.94383350947417E-20	-7.44217450971074E-20
0.1038178263	-0.0069972111	0.4988263626	0.5087659848	0.4910636366	-0.4909942606	-0.5088598172	0.5	1.87383703528457E-16	0.0472844892	1	3.98925127273412E-17	-8.94493367999428E-20	-7.30102396036601E-20
0.1038178198	-0.0069972175	0.4988263923	0.5087659146	0.4910636666	-0.4909943151	-0.5088598058	0.5	1.8925347263386E-16	0.0472844892	1	3.94843409273273E-17	-8.98593027234833E-20	-7.33621094208636E-20
0.1038178222	-0.0069972118	0.4988263672	0.5087659598	0.4910636469	-0.4909942679	-0.5088598252	0.5	1.91123124567517E-16	0.0472844892	1	3.99760364927872E-17	-8.83251084913759E-20	-7.2573704227075E-20
0.1038178238	-0.0069972159	0.498826384	0.5087659443	0.4910636542	-0.4909943008	-0.5088598019	0.5	1.92992751906382E-16	0.0472844892	1	3.99624204544654E-17	-8.82443355202441E-20	-7.2457577191358E-20
0.1038178189	-0.0069972139	0.4988263774	0.5087659309	0.4910636592	-0.4909942861	-0.5088598247	0.5	1.9486238175859E-16	0.0472844892	1	4.00541731154869E-17	-9.00490439115425E-20	-7.22275656026586E-20
0.1038178259	-0.0069972138	0.4988263739	0.5087659677	0.4910636441	-0.4909942822	-0.5088598062	0.5	1.96731868385158E-16	0.0472844892	1	3.98458356135591E-17	-8.9481894480834E-20	-7.15408410216745E-20
0.1038178182	-0.0069972158	0.4988263858	0.5087659163	0.4910636655	-0.4909943019	-0.5088598179	0.5	1.98601486801675E-16	0.0472844892	1	3.98358991595995E-17	-8.94754906330344E-20	-7.11122919746784E-20
0.1038178252	-0.0069972124	0.4988263684	0.508765972	0.4910636421	-0.4909942715	-0.5088598142	0.5	2.00471122368302E-16	0.0472844892	1	3.94309266296209E-17	-9.00919328557339E-20	-7.07682990198649E-20
0.10381782	-0.0069972164	0.4988263877	0.5087659218	0.4910636634	-0.4909943063	-0.5088598101	0.5	2.0234062897437E-16	0.0472844892	1	3.96136742101254E-17	-8.97133412818915E-20	-6.99554305419742E-20
0.1038178228	-0.0069972125	0.49882637	0.5087659587	0.4910636475	-0.4909942734	-0.5088598204	0.5	2.04210193143539E-16	0.0472844892	1	4.01024080563748E-17	-8.98165156657668E-20	-6.92804052195568E-20
0.1038178226	-0.0069972157	0.4988263834	0.5087659398	0.4910636559	-0.4909942991	-0.5088598064	0.5	2.06079658836219E-16	0.0472844892	1	4.03873608963484E-17	-9.01890272184353E-20	-6.8590444879289E-20
0.1038178204	-0.0069972137	0.498826376	0.5087659396	0.4910636556	-0.4909942841	-0.5088598214	0.5	2.07949256678692E-16	0.0472844892	1	3.94700255046365E-17	-8.98901627455735E-20	-6.76190332403728E-20
0.1038178243	-0.0069972143	0.4988263768	0.5087659567	0.4910636488	-0.4909942871	-0.508859808	0.5	2.09818869124781E-16	0.0472844892	1	3.94502751968483E-17	-8.90751442504491E-20	-6.88019041127429E-20
0.1038178196	-0.006997215	0.498826382	0.5087659275	0.4910636608	-0.4909942952	-0.5088598177	0.5	2.11688534964851E-16	0.0472844892	1	3.98398693844157E-17	-8.66737988989158E-20	-6.87832434577912E-20
0.1038178243	-0.0069972132	0.4988263723	0.5087659625	0.4910636461	-0.4909942786	-0.5088598129	0.5	2.13558035985327E-16	0.0472844892	1	4.02314735365194E-17	-8.77979725384784E-20	-6.77235015801148E-20
0.1038178204	-0.0069972157	0.4988263843	0.5087659282	0.4910636607	-0.4909943	-0.5088598125	0.5	2.15427479791233E-16	0.0472844892	1	3.9527033698549E-17	-8.57548380380872E-20	-6.63045373115251E-20
0.1038178229	-0.0069972131	0.4988263723	0.5087659562	0.4910636487	-0.490994278	-0.5088598174	0.5	2.17296710337086E-16	0.0472844892	1	3.98110485548466E-17	-8.26173247966515E-20	-6.54225014096219E-20
0.103817822	-0.0069972154	0.4988263824	0.5087659385	0.4910636564	-0.4909942969	-0.5088598094	0.5	2.19166251100663E-16	0.0472844892	1	4.00922443811272E-17	-8.31282091115931E-20	-6.52095287337283E-20
0.1038178213	-0.0069972137	0.4988263758	0.5087659441	0.4910636538	-0.4909942839	-0.5088598189	0.5	2.21035723015042E-16	0.0472844892	1	4.01755483246241E-17	-9.04894574281723E-20	-6.38517713105084E-20
0.1038178233	-0.0069972145	0.4988263782	0.5087659502	0.4910636515	-0.4909942894	-0.5088598097	0.5	2.22905109982221E-16	0.0472844892	1	3.94612617241302E-17	-7.54032636070027E-20	-6.48254802637132E-20
0.1038178205	-0.0069972146	0.4988263798	0.5087659348	0.4910636578	-0.4909942914	-0.5088598171	0.5	2.24774723776591E-16	0.0472844892	1	3.99556756936299E-17	-7.6105596494503E-20	-6.45572882873133E-20
0.1038178236	-0.0069972137	0.4988263749	0.5087659558	0.491063649	-0.4909942831	-0.5088598125	0.5	2.26644273965335E-16	0.0472844892	1	4.00414721627086E-17	-7.59227772615592E-20	-6.39500311507589E-20
