End Effector								Cube					
Pos:x	Pos:y	Pos:z	Rot:x	Rot:y	Rot:z	Rot:w	Pos:x	Pos:y	Pos:z	Rot:x	Rot:y	Rot:z	Rot:w
0.1038178208	-0.0069972151	0.498826382	0.5087659333	0.4910636585	-0.4909942956	-0.5088598138	0.5	2.2851393859007E-16	0.0472844892	1	3.99349940092558E-17	-7.6194533652366E-20	-6.35117555850554E-20
0.1038178229	-0.0069972135	0.4988263742	0.5087659534	0.4910636499	-0.4909942815	-0.5088598156	0.5	2.30383551212684E-16	0.0472844892	1	4.01316931657823E-17	-7.84799073952164E-20	-6.22758974983992E-20
0.1038178218	-0.0069972151	0.4988263813	0.5087659388	0.4910636562	-0.4909942947	-0.5088598113	0.5	2.32253114369139E-16	0.0472844892	1	3.97249384871931E-17	-8.14524234076569E-20	-6.20068727304201E-20
0.1038178218	-0.0069972138	0.498826376	0.508765946	0.491063653	-0.4909942845	-0.5088598171	0.5	2.34122772615958E-16	0.0472844892	1	4.01190878204949E-17	-8.36675642243607E-20	-6.22587582712711E-20
0.1038178227	-0.0069972146	0.4988263788	0.5087659465	0.491063653	-0.4909942903	-0.508859811	0.5	2.35992283441235E-16	0.0472844892	1	4.01119336605827E-17	-8.53494531080202E-20	-6.16649351235361E-20
0.1038178211	-0.0069972144	0.4988263786	0.5087659393	0.4910636559	-0.4909942894	-0.5088598164	0.5	2.3786178530244E-16	0.0472844892	1	3.94982700527102E-17	-8.7152371185842E-20	-6.09013056081263E-20
0.103817823	-0.0069972141	0.4988263764	0.5087659513	0.4910636509	-0.4909942858	-0.5088598125	0.5	2.39731057389464E-16	0.0472844892	1	4.00815127160466E-17	-8.91843066483377E-20	-5.82307056178052E-20
0.1038178211	-0.0069972148	0.4988263804	0.5087659371	0.4910636569	-0.4909942928	-0.5088598144	0.5	2.41600695014175E-16	0.0472844892	1	3.9571026130602E-17	-8.96887007313923E-20	-5.7563609142471E-20
0.1038178227	-0.0069972138	0.4988263755	0.5087659509	0.491063651	-0.490994284	-0.5088598146	0.5	2.43470205452117E-16	0.0472844892	1	3.98602358603234E-17	-8.995899097738E-20	-5.73342740220813E-20
0.1038178217	-0.0069972149	0.4988263804	0.5087659398	0.4910636558	-0.4909942929	-0.5088598126	0.5	2.45339743191625E-16	0.0472844892	1	3.95540726200011E-17	-9.01140645513425E-20	-5.68935825987832E-20
0.103817822	-0.0069972139	0.4988263764	0.5087659466	0.4910636528	-0.4909942854	-0.5088598159	0.5	2.4720944438363E-16	0.0472844892	1	3.9646231881748E-17	-8.79442199288214E-20	-5.62545009180497E-20
0.1038178224	-0.0069972146	0.4988263789	0.5087659447	0.4910636537	-0.4909942905	-0.508859812	0.5	2.49079003339703E-16	0.0472844892	1	3.98360961901345E-17	-8.8736460515107E-20	-5.537807209597E-20
0.1038178215	-0.0069972143	0.498826378	0.508765942	0.4910636548	-0.4909942884	-0.5088598157	0.5	2.50948615126799E-16	0.0472844892	1	3.96318262062241E-17	-8.82915697206463E-20	-5.3898349994182E-20
0.1038178227	-0.0069972142	0.4988263773	0.5087659484	0.4910636521	-0.4909942874	-0.5088598128	0.5	2.52818172012507E-16	0.0472844892	1	3.99288763262926E-17	-8.84881968446056E-20	-5.32527740532256E-20
0.1038178214	-0.0069972146	0.4988263794	0.5087659397	0.4910636557	-0.4909942909	-0.5088598145	0.5	2.54687647379807E-16	0.0472844892	1	3.98209073123995E-17	-8.90871259169684E-20	-5.14788225010676E-20
0.1038178225	-0.006997214	0.4988263765	0.5087659489	0.4910636519	-0.4909942858	-0.5088598141	0.5	2.56557272226732E-16	0.0472844892	1	4.00065135093302E-17	-8.9158036689684E-20	-5.1191357135466E-20
0.1038178217	-0.0069972147	0.4988263796	0.5087659408	0.4910636553	-0.4909942915	-0.5088598133	0.5	2.58426798571621E-16	0.0472844892	1	3.99988199060626E-17	-8.95420804374649E-20	-5.08138938999373E-20
0.1038178221	-0.006997214	0.4988263768	0.5087659466	0.4910636528	-0.4909942862	-0.5088598151	0.5	2.60296483237659E-16	0.0472844892	1	3.96862874919714E-17	-8.91957353156946E-20	-5.00990903547445E-20
0.1038178222	-0.0069972145	0.4988263789	0.5087659438	0.4910636541	-0.4909942903	-0.5088598127	0.5	2.62166145446536E-16	0.0472844892	1	3.99805214187429E-17	-9.03379634418872E-20	-4.99257101928027E-20
0.1038178218	-0.0069972143	0.4988263778	0.5087659435	0.4910636541	-0.490994288	-0.5088598152	0.5	2.64035668722134E-16	0.0472844892	1	3.97759299274356E-17	-8.85222005629622E-20	-5.11110829529763E-20
0.1038178224	-0.0069972143	0.4988263778	0.5087659465	0.4910636529	-0.4909942883	-0.508859813	0.5	2.65905155893933E-16	0.0472844892	1	3.99640800212403E-17	-8.7410910849506E-20	-5.14969373278341E-20
0.1038178216	-0.0069972145	0.4988263788	0.5087659416	0.491063655	-0.4909942898	-0.5088598145	0.5	2.67774726419794E-16	0.0472844892	1	3.99592724839825E-17	-8.8291606510582E-20	-5.13456962545899E-20
0.1038178224	-0.0069972142	0.4988263771	0.5087659474	0.4910636525	-0.4909942869	-0.5088598139	0.5	2.69644344085258E-16	0.0472844892	1	3.99505078436742E-17	-8.95614422033369E-20	-5.1294922972667E-20
0.1038178218	-0.0069972146	0.4988263791	0.5087659418	0.4910636549	-0.4909942905	-0.5088598137	0.5	2.71513890363701E-16	0.0472844892	1	3.99344053683423E-17	-8.26274471294473E-20	-5.08564682087177E-20
0.1038178222	-0.0069972141	0.4988263771	0.5087659462	0.491063653	-0.4909942869	-0.5088598146	0.5	2.73383399527667E-16	0.0472844892	1	4.05268804908815E-17	-9.03896652777856E-20	-5.18769931500841E-20
0.1038178221	-0.0069972145	0.4988263787	0.5087659436	0.4910636542	-0.4909942899	-0.5088598132	0.5	2.75252910225597E-16	0.0472844892	1	3.95106240282188E-17	-8.45251247050698E-20	-5.02162872707659E-20
0.1038178219	-0.0069972142	0.4988263777	0.5087659442	0.4910636538	-0.4909942879	-0.5088598148	0.5	2.77122451530367E-16	0.0472844892	1	4.00987174282982E-17	-8.51416693842597E-20	-5.01564969683248E-20
0.1038178223	-0.0069972144	0.498826378	0.5087659454	0.4910636534	-0.4909942887	-0.5088598133	0.5	2.78992044329601E-16	0.0472844892	1	4.02849296746451E-17	-8.51313350144506E-20	-5.01262418845979E-20
0.1038178218	-0.0069972144	0.4988263784	0.5087659428	0.4910636545	-0.4909942892	-0.5088598145	0.5	2.80861792146637E-16	0.0472844892	1	4.01733299177747E-17	-8.75874203711673E-20	-5.0573554599082E-20
0.1038178223	-0.0069972142	0.4988263775	0.5087659463	0.491063653	-0.4909942877	-0.5088598138	0.5	2.82731335365466E-16	0.0472844892	1	3.98695088255413E-17	-8.95094714580775E-20	-5.03730832308864E-20
0.1038178218	-0.0069972145	0.4988263787	0.5087659426	0.4910636545	-0.4909942898	-0.5088598139	0.5	2.8460105931263E-16	0.0472844892	1	3.93578973683069E-17	-8.85948822608792E-20	-5.08074376996387E-20
0.1038178222	-0.0069972142	0.4988263774	0.5087659458	0.4910636532	-0.4909942875	-0.5088598143	0.5	2.86470767035825E-16	0.0472844892	1	3.97428117985294E-17	-8.84814690617932E-20	-5.06631703798437E-20
0.103817822	-0.0069972145	0.4988263786	0.5087659436	0.4910636541	-0.4909942896	-0.5088598135	0.5	2.88340380488739E-16	0.0472844892	1	4.02276080022143E-17	-8.8614628051977E-20	-5.08448141262133E-20
0.103817822	-0.0069972143	0.4988263777	0.5087659446	0.4910636537	-0.490994288	-0.5088598145	0.5	2.90209966789988E-16	0.0472844892	1	3.98217670420137E-17	-9.00456264945637E-20	-5.0312730132264E-20
0.1038178222	-0.0069972144	0.4988263782	0.5087659448	0.4910636536	-0.4909942889	-0.5088598135	0.5	2.92079406662385E-16	0.0472844892	1	4.02159809474002E-17	-8.96642226459586E-20	-4.99872882651488E-20
0.1087864965	-0.007005603	0.4983234465	0.5127520597	0.4868575214	-0.4868292663	-0.5128862882	0.5	2.93949175471537E-16	0.0472844892	1	4.04946606132802E-17	-8.80243799656671E-20	-4.90804511535793E-20
0.1140939957	-0.0070022261	0.497568622	0.5170711077	0.4822883889	-0.4822458186	-0.5171792242	0.5	2.95818810985787E-16	0.0472844892	1	3.98807458732524E-17	-8.22979529691458E-20	-4.76923202891472E-20
0.1194520917	-0.0069999313	0.496661128	0.5213487054	0.4776659549	-0.4776104565	-0.5214585455	0.5	2.97688450870214E-16	0.0472844892	1	3.97768533099195E-17	-8.27438728090371E-20	-4.77298078140976E-20
0.1248623237	-0.0069978576	0.4955911105	0.5256172401	0.4729770249	-0.4729146332	-0.5257099967	0.5	2.99558163316151E-16	0.0472844892	1	3.98730629397959E-17	-8.40882451987864E-20	-4.85618200046464E-20
0.1303183288	-0.0069980995	0.4943668617	0.5298382535	0.4682388145	-0.4681771624	-0.5299377155	0.5	3.01427643218245E-16	0.0472844892	1	3.986555426552E-17	-8.72751682143757E-20	-4.84387352529439E-20
0.1358190003	-0.0069969526	0.4929725963	0.5340446141	0.4634402059	-0.4633750842	-0.5341376761	0.5	3.03297208419715E-16	0.0472844892	1	3.96555753943916E-17	-8.80913901019326E-20	-4.81694217704313E-20
0.1413605779	-0.0069975277	0.4914168776	0.5382107694	0.4585925884	-0.4585310722	-0.5383040603	0.5	3.05166880517895E-16	0.0472844892	1	3.95460585433811E-17	-8.98733671208758E-20	-4.82831941954234E-20
0.1469386365	-0.0069969883	0.4896878235	0.5423470031	0.4536920681	-0.4536285348	-0.5424429813	0.5	3.07036480895404E-16	0.0472844892	1	3.99398097652628E-17	-8.9979842790603E-20	-4.82013228097985E-20
0.1525515565	-0.0069970869	0.4877869322	0.5464528897	0.4487401936	-0.448679139	-0.5465423206	0.5	3.08906137172304E-16	0.0472844892	1	3.99325896149432E-17	-8.9816381857504E-20	-4.82105668910017E-20
0.1581930786	-0.0069971956	0.4857109736	0.55051455	0.443742554	-0.4436816529	-0.5506113573	0.5	3.10775762022084E-16	0.0472844892	1	3.95116691595827E-17	-9.01090781323078E-20	-4.85257105769556E-20
0.1638615841	-0.0069967526	0.4834528747	0.5545503289	0.4386928039	-0.438632305	-0.5546388533	0.5	3.1264527893178E-16	0.0472844892	1	3.96954149248476E-17	-8.95900178055895E-20	-4.84272441330488E-20
0.1695511758	-0.0069972744	0.4810164766	0.5585354517	0.4336019161	-0.4335434686	-0.5586300998	0.5	3.14514805947638E-16	0.0472844892	1	4.00820316276287E-17	-8.99638978483974E-20	-4.84329398948451E-20
0.1752583456	-0.0069966244	0.4783903334	0.562490445	0.4284616408	-0.4284023204	-0.5625802819	0.5	3.16384212357103E-16	0.0472844892	1	4.05558960533389E-17	-8.4125660877381E-20	-4.86448982226522E-20
0.1809786924	-0.0069971359	0.4755796565	0.5663965227	0.4232818319	-0.4232251557	-0.5664873675	0.5	3.18253948013559E-16	0.0472844892	1	3.93329333048449E-17	-8.50313544369699E-20	-4.87521965766177E-20
0.1867064933	-0.0069966857	0.4725748285	0.5702622765	0.4180583561	-0.4180009617	-0.5703536998	0.5	3.20123566461113E-16	0.0472844892	1	3.94266395754326E-17	-8.53728712754102E-20	-4.92053160431082E-20
0.1924382877	-0.0069968544	0.4693770089	0.5740842268	0.4127953477	-0.4127398771	-0.5741716602	0.5	3.2199314454116E-16	0.0472844892	1	4.00208841770447E-17	-8.54339239020928E-20	-4.92066773020803E-20
0.1981672709	-0.0069968087	0.4659823439	0.5778555972	0.4074953789	-0.4074402982	-0.5779470809	0.5	3.23862756890202E-16	0.0472844892	1	3.97116355471435E-17	-8.61467024199845E-20	-4.92687224476708E-20
0.2038894269	-0.0069965761	0.4623862086	0.5815859215	0.4021564946	-0.4021021367	-0.5816715924	0.5	3.2573240018058E-16	0.0472844892	1	4.02042105715011E-17	-8.66344735653862E-20	-4.91059120531601E-20
0.2095982955	-0.0069968509	0.4585901447	0.5852600191	0.3967862688	-0.3967333768	-0.5853494636	0.5	3.27602062596048E-16	0.0472844892	1	4.00959066769957E-17	-8.75093654851653E-20	-4.96114550582593E-20
0.2152881795	-0.006996412	0.4545861432	0.5888906083	0.3913799479	-0.3913270311	-0.5889760119	0.5	3.29471808437979E-16	0.0472844892	1	3.9793146413518E-17	-8.82323111387064E-20	-5.01496551150188E-20
0.2209535191	-0.0069967445	0.4503775481	0.5924647653	0.3859458953	-0.3858947719	-0.5925508356	0.5	3.31341691062966E-16	0.0472844892	1	4.01889767319641E-17	-9.0203391039456E-20	-5.25093378417981E-20
0.2265869778	-0.006996376	0.4459572344	0.5959888889	0.3804809207	-0.3804298664	-0.5960743495	0.5	3.33211274900914E-16	0.0472844892	1	3.98836127315135E-17	-8.88860267775463E-20	-5.28897923465967E-20
0.2321832849	-0.0069965227	0.4413264659	0.5994591638	0.3749903574	-0.3749406504	-0.599541868	0.5	3.35080974307949E-16	0.0472844892	1	3.97788293814529E-17	-9.00307262332482E-20	-5.32682820572482E-20
0.2377344553	-0.006996397	0.4364821067	0.6028723796	0.3694752893	-0.369426291	-0.6029569803	0.5	3.36950719274682E-16	0.0472844892	1	3.96765161644453E-17	-9.0079596175355E-20	-5.20022199604202E-20
0.2432343801	-0.006996277	0.4314217492	0.6062334348	0.36393672	-0.3638883712	-0.6063137304	0.5	3.38820327956636E-16	0.0472844892	1	3.95731346751827E-17	-8.71193936960309E-20	-5.17522176426305E-20
0.248675459	-0.0069963797	0.4261464655	0.6095331013	0.3583798129	-0.3583327405	-0.6096154159	0.5	3.40689926571193E-16	0.0472844892	1	3.97680821153806E-17	-8.82009131814857E-20	-5.14313015905914E-20
0.2540500622	-0.0069960884	0.4206515187	0.6127792407	0.3528027338	-0.3527559403	-0.6128581236	0.5	3.42559503228757E-16	0.0472844892	1	3.92506771358846E-17	-8.81851966851637E-20	-5.10004771123433E-20
0.2593512446	-0.0069962681	0.4149399678	0.6159632636	0.3472122834	-0.3471668339	-0.6160422694	0.5	3.44428959963221E-16	0.0472844892	1	3.99429746881498E-17	-9.00979347481374E-20	-5.10041024432323E-20
0.2645701188	-0.0069959806	0.4090076656	0.6190897372	0.3416066842	-0.3415616771	-0.6191674986	0.5	3.46298526390564E-16	0.0472844892	1	3.95357593366921E-17	-8.87526696545231E-20	-5.09734927005957E-20
0.2696997926	-0.0069960707	0.4028569286	0.6221555302	0.3359915073	-0.3359474462	-0.6222310797	0.5	3.48168094931765E-16	0.0472844892	1	4.03188528987169E-17	-8.9458337532344E-20	-5.11865937694891E-20
0.2747310598	-0.0069959188	0.3964865816	0.6251592279	0.330367409	-0.3303242445	-0.6252353224	0.5	3.50037696015237E-16	0.0472844892	1	4.0006185814754E-17	-8.98278256116363E-20	-5.05478783729424E-20
0.2796561448	-0.0069958416	0.3898968272	0.62810352	0.3247370892	-0.3246943902	-0.6281762046	0.5	3.51907306129274E-16	0.0472844892	1	3.93971499804768E-17	-8.76670034498399E-20	-5.12560127448827E-20
0.2844664924	-0.0069958423	0.3830900311	0.6309828241	0.319104421	-0.3190629314	-0.6310561703	0.5	3.53776863652243E-16	0.0472844892	1	3.99883500057831E-17	-8.79649983086681E-20	-5.13160300374107E-20
0.2891530563	-0.0069956439	0.3760649389	0.633802028	0.3134695516	-0.3134283666	-0.6338726122	0.5	3.55646303985214E-16	0.0472844892	1	3.98847645612174E-17	-8.98520449879891E-20	-4.9973780751138E-20
0.2937074974	-0.0069957028	0.3688258113	0.6365562106	0.3078376753	-0.3077975834	-0.6366261101	0.5	3.57515836697227E-16	0.0472844892	1	3.96813628893579E-17	-8.95964891928768E-20	-4.92582273991249E-20
0.2981209902	-0.0069954992	0.3613725548	0.6392476197	0.3022095645	-0.3021700156	-0.6393161514	0.5	3.59385460718843E-16	0.0472844892	1	3.96746178024559E-17	-8.7597945683593E-20	-4.92318210738886E-20
0.3023840583	-0.0069955134	0.3537089038	0.6418753978	0.2965885708	-0.2965497298	-0.6419419375	0.5	3.61255075314711E-16	0.0472844892	1	3.95677238288098E-17	-8.84708366670016E-20	-4.88070975710989E-20
0.3064887742	-0.006995379	0.3458375969	0.644438086	0.2909778328	-0.2909398547	-0.6445040381	0.5	3.63124702540066E-16	0.0472844892	1	4.00630320492352E-17	-8.98244510255195E-20	-4.93036823697999E-20
0.3104251788	-0.006995314	0.3377615038	0.6469377216	0.2853789957	-0.2853414224	-0.6470013028	0.5	3.64994315015286E-16	0.0472844892	1	3.9859378804822E-17	-9.02524159525143E-20	-4.90235624366157E-20
0.3141850248	-0.006995252	0.3294856318	0.6493717405	0.2797959303	-0.2797593407	-0.6494345936	0.5	3.66863852194314E-16	0.0472844892	1	4.00486101830967E-17	-8.92682050367499E-20	-4.85273220524005E-20
0.3177594385	-0.0069951317	0.3210132048	0.651742116	0.2742307436	-0.2741944947	-0.6518029554	0.5	3.6873347711872E-16	0.0472844892	1	3.98439244154618E-17	-8.84350142217339E-20	-4.82066582091335E-20
0.3211390454	-0.0069951085	0.3123503112	0.6540475904	0.2686862596	-0.2686508881	-0.6541071347	0.5	3.70603035111655E-16	0.0472844892	1	3.98349723157655E-17	-8.81027422884221E-20	-4.80624910394799E-20
0.3243162462	-0.0069949731	0.3035014921	0.6562887079	0.2631657697	-0.2631308481	-0.6563467577	0.5	3.72472686098057E-16	0.0472844892	1	3.98303281362497E-17	-8.83984249728493E-20	-4.80412590423468E-20
0.3272814491	-0.0069949547	0.2944734273	0.6584658043	0.2576714347	-0.2576371703	-0.658522061	0.5	3.74342314679781E-16	0.0472844892	1	3.99248880425386E-17	-8.89187833646528E-20	-4.78361081056794E-20
0.3300272218	-0.0069948375	0.2852721445	0.660578487	0.2522065607	-0.2521729093	-0.6606335877	0.5	3.76211916793382E-16	0.0472844892	1	3.98216399829978E-17	-8.95073437028757E-20	-4.69954923748431E-20
0.3325451126	-0.0069947999	0.2759049455	0.6626278363	0.246773939	-0.2467407181	-0.6626809123	0.5	3.7808167861074E-16	0.0472844892	1	3.94152394853571E-17	-8.9127193739738E-20	-4.77806435688116E-20
0.3348272381	-0.0069947228	0.2663792766	0.6646133663	0.2413759835	-0.2413434999	-0.6646653465	0.5	3.7995126519821E-16	0.0472844892	1	3.97069483088791E-17	-8.98486890410683E-20	-4.80464979281034E-20
0.3368665445	-0.0069946558	0.2567030434	0.6665362476	0.2360162677	-0.2359840675	-0.6665862824	0.5	3.81820912831343E-16	0.0472844892	1	3.97005339122264E-17	-8.9804936396176E-20	-4.78054029666972E-20
0.338655311	-0.0069946244	0.2468851205	0.6683963406	0.2306968331	-0.2306653748	-0.6684450523	0.5	3.83690590550238E-16	0.0472844892	1	3.96938433216851E-17	-9.009658722745E-20	-4.80181335030258E-20
0.3401872435	-0.006994537	0.2369339538	0.670194589	0.2254210705	-0.2253898971	-0.6702417087	0.5	3.85560200261997E-16	0.0472844892	1	3.96887942854159E-17	-8.96862489244776E-20	-4.77284650109348E-20
0.3420142842	-0.0070017526	0.2305801514	0.6709163213	0.2232282875	-0.2231956836	-0.670987413	0.5	3.87429868299534E-16	0.0472844892	1	4.01684599824235E-17	-8.67751323692531E-20	-4.74634629154429E-20
0.3449453365	-0.0070099843	0.2281733439	0.67032197	0.2249690815	-0.2249432451	-0.670416218	0.5	3.89299304906316E-16	0.0472844892	1	4.02434214442927E-17	-8.90598674772629E-20	-4.6000919197203E-20
0.348721139	-0.0070119409	0.2280591421	0.6689075736	0.2291447147	-0.2291215722	-0.6689982533	0.5	3.91168752630305E-16	0.0472844892	1	3.97336598550553E-17	-9.0248181669433E-20	-4.51300031554557E-20
0.3528644608	-0.007008328	0.2290360835	0.6670864847	0.2344058837	-0.2343829372	-0.6671687511	0.5	3.93038453015944E-16	0.0472844892	1	3.96292494565271E-17	-8.83894136925087E-20	-4.50509167366042E-20
0.3571108065	-0.0070028468	0.230509889	0.6650777439	0.2400694759	-0.2400414004	-0.6651453731	0.5	3.94908220087216E-16	0.0472844892	1	4.0025198499244E-17	-8.54840097414455E-20	-4.13292591256671E-20
0.3613425575	-0.0069988304	0.2322221168	0.6629725923	0.2458358957	-0.2458049637	-0.663032408	0.5	3.96777697621869E-16	0.0472844892	1	4.01160383691909E-17	-8.96523638106233E-20	-4.10486277424142E-20
0.365508187	-0.0069961947	0.2340547744	0.6608183259	0.2515761991	-0.2515427245	-0.6608742799	0.5	3.98647187997714E-16	0.0472844892	1	3.98030731248595E-17	-8.36107886267924E-20	-4.13948184833296E-20
0.3695900918	-0.006995376	0.2359627878	0.6586343298	0.2572444229	-0.2572095988	-0.6586875957	0.5	4.00516857064726E-16	0.0472844892	1	3.94962972377928E-17	-8.33928181995301E-20	-4.22158859198038E-20
0.3735814333	-0.0069950823	0.2379220487	0.656428063	0.2628201483	-0.2627854941	-0.6564842358	0.5	4.0238656133858E-16	0.0472844892	1	3.99800106427592E-17	-8.3863573630117E-20	-4.20536459955727E-20
0.377480053	-0.0069952321	0.2399223901	0.654209075	0.2682983398	-0.2682625711	-0.654264228	0.5	4.04256207879908E-16	0.0472844892	1	3.97574806870352E-17	-8.40434623331054E-20	-4.20818878662866E-20
0.381287881	-0.0069954351	0.2419595046	0.6519747777	0.2736790577	-0.2736438198	-0.6520335287	0.5	4.06125876680975E-16	0.0472844892	1	3.96465765653488E-17	-8.4845624877313E-20	-4.25531220469461E-20
0.3850052365	-0.0069954486	0.2440267402	0.6497322182	0.2789622558	-0.2789258123	-0.649791117	0.5	4.07995493399639E-16	0.0472844892	1	3.9541232491894E-17	-8.52102230450017E-20	-4.30367419011332E-20
0.3886342962	-0.0069956253	0.246124601	0.6474791385	0.2841509542	-0.2841144847	-0.6475399293	0.5	4.09865133240626E-16	0.0472844892	1	3.98246052894666E-17	-8.56552718354061E-20	-4.32620465230758E-20
0.3921773789	-0.0069955035	0.2482473074	0.6452183636	0.2892469147	-0.2892095308	-0.6452808171	0.5	4.11734677566049E-16	0.0472844892	1	3.99175837324881E-17	-8.71014897695642E-20	-4.24778840793945E-20
0.3956352278	-0.0069956263	0.2503951953	0.6429514268	0.2942521227	-0.2942141393	-0.6430141454	0.5	4.13604581847337E-16	0.0472844892	1	4.02088441564641E-17	-8.9437088901707E-20	-4.43907473011477E-20
0.398946599	-0.0069768347	0.2525249919	0.6407901325	0.2991116632	-0.2990028105	-0.6407164258	0.5004461291	2.53274540245676E-05	0.0475748556	0.9999911312	0.0009190493	0.0037339655	-0.0017176659
0.401891793	-0.0068815499	0.2545453262	0.6387139527	0.3036352368	-0.3031891798	-0.6386912015	0.5033915354	0.0001954782	0.0490216877	0.9996707739	-0.0004856265	0.0254479938	-0.0032415487
0.404804741	-0.0068394203	0.2566065257	0.6365758857	0.3080624764	-0.30743593	-0.6366724443	0.5067713597	0.0003230024	0.0506040543	0.9987357478	-0.0024358481	0.0501124196	-0.003117381
0.4067941147	-0.0068230536	0.2581385519	0.6350277784	0.3111510382	-0.3104094364	-0.6352721731	0.5091964005	0.0003559574	0.0516891611	0.9976957847	-0.0036148172	0.0677050801	-0.0024650336
0.4077664122	-0.0068134027	0.2588556252	0.6342875119	0.3126316501	-0.3118514463	-0.6345781899	0.5104603753	0.0003478836	0.0521358363	0.9971562674	-0.0037027972	0.075229775	-0.0024796317
0.4081283163	-0.006816045	0.2590433432	0.6340544253	0.3131131366	-0.3123640367	-0.6343215731	0.5110381121	0.0003268311	0.0522056819	0.9970565286	-0.003204282	0.0765449238	-0.0029809378
0.4082270929	-0.0068306861	0.2590189153	0.634027804	0.3131687707	-0.312490795	-0.6342582817	0.5113240467	0.0002996749	0.0521345672	0.9971458693	-0.0025346271	0.0753709912	-0.0035923122
0.4082406194	-0.0068495917	0.2589472911	0.63406056	0.3130991953	-0.312505274	-0.6342527524	0.5115055746	0.0002706473	0.052033968	0.9972786509	-0.0018633955	0.0735819764	-0.0041848452
0.4082378951	-0.0068682701	0.2588868724	0.6341023472	0.3130178139	-0.3125100848	-0.6342487748	0.5116552994	0.0002415972	0.0519442573	0.9974031905	-0.0012808891	0.0718568646	-0.004671817
0.4082365327	-0.0068852578	0.2588455381	0.6341405139	0.3129503457	-0.3125263383	-0.6342359006	0.5117935813	0.0002135513	0.0518711654	0.9975109165	-0.0008042495	0.0703274171	-0.0050377566
0.4082382278	-0.00690046	0.2588179803	0.6341750741	0.312897813	-0.312550376	-0.634215418	0.5119226726	0.000187412	0.0518098911	0.9976039024	-0.0004076075	0.0689779715	-0.0053223414
0.4082412904	-0.006913491	0.2587991757	0.6342047538	0.312856333	-0.3125765382	-0.6341933088	0.5120430131	0.0001637467	0.0517561565	0.9976852827	-0.000071405	0.0677729314	-0.0055588911
0.4082439607	-0.006923988	0.2587850724	0.6342275837	0.3128247279	-0.3125974731	-0.6341757497	0.512149618	0.0001454202	0.051700069	0.9977637835	0.0001819378	0.0665896332	-0.0057636745
0.4082456945	-0.006933067	0.2587762242	0.6342376525	0.3128027609	-0.3126129487	-0.634168887	0.5122399716	0.0001357411	0.0516306125	0.997848132	0.0003155693	0.0652977749	-0.0059335081
0.4082459208	-0.0069417402	0.2587695691	0.6342420381	0.3127846647	-0.3126239257	-0.6341680154	0.5123213851	0.0001320622	0.0515515203	0.9979353179	0.0003748138	0.0639376639	-0.0060774924
0.4082446899	-0.0069519607	0.2587681027	0.6342199179	0.3127775128	-0.3126270677	-0.6341921159	0.5123734552	0.0001427743	0.0514342643	0.9980492156	0.000228748	0.0621282855	-0.0061471214
0.4082424182	-0.0069629355	0.2587643329	0.6342252246	0.3127584393	-0.3126371716	-0.6341912346	0.5124605101	0.0001436737	0.0513452734	0.9981338872	0.0002468355	0.0607431994	-0.0062406711
0.4082417019	-0.0069689952	0.2587607757	0.6342285911	0.3127473365	-0.3126427308	-0.6341906027	0.5125420872	0.0001397116	0.0512584433	0.9982170234	0.0002955725	0.0593537779	-0.0063099748
0.4082408044	-0.0069721152	0.2587578024	0.6342297202	0.3127393359	-0.3126453962	-0.634192105	0.5126168597	0.0001361702	0.0511663069	0.9983021465	0.0003158981	0.0579004645	-0.0063451385
0.4082394304	-0.0069746329	0.2587546507	0.6342310725	0.312731965	-0.312646189	-0.6341939966	0.5126887212	0.000133362	0.0510704364	0.9983872712	0.0003168656	0.0564122062	-0.0063576154
0.4082380608	-0.006977595	0.2587523901	0.6342306226	0.3127252006	-0.3126474509	-0.6341971599	0.5127596155	0.000130895	0.050972327	0.9984712241	0.0003072438	0.0549068801	-0.006352539
0.4082362771	-0.0069809147	0.2587497077	0.6342304817	0.3127178724	-0.3126479096	-0.6342006883	0.5128295617	0.0001287329	0.050871945	0.9985541121	0.0002913445	0.0533804819	-0.0063343938
0.4082346792	-0.0069845758	0.2587476623	0.6342298285	0.3127110793	-0.3126489925	-0.6342041572	0.512899425	0.0001268382	0.050770126	0.9986353239	0.0002720082	0.0518425151	-0.0063063027
0.4082320182	-0.0069877442	0.2587473354	0.6342470893	0.3126983408	-0.3126557234	-0.6341898579	0.5129477821	0.0001187958	0.0506397071	0.9987320594	0.0003705079	0.0499423622	-0.0063163886
0.4082285579	-0.0069913942	0.2587448738	0.6342446599	0.3126904537	-0.3126534378	-0.6341973033	0.5130243029	0.0001210512	0.050529709	0.9988108492	0.0003375025	0.0483420569	-0.0063102371
0.4082259555	-0.0069948463	0.258744499	0.6342597638	0.3126785835	-0.3126593841	-0.6341851189	0.5130757103	0.0001177649	0.0503936989	0.9989043885	0.0004191054	0.0463632126	-0.0063481962
0.4082210547	-0.0069954189	0.2587432115	0.6342683611	0.312670434	-0.3126555578	-0.6341824249	0.5131340493	0.0001157419	0.0502499573	0.9989966132	0.0004814519	0.0443245183	-0.0063931315
0.4082169497	-0.0069954005	0.2587416556	0.6342385361	0.3126772396	-0.3126382234	-0.6342174425	0.5132027697	0.0001238348	0.0501093461	0.9990861187	0.0001893817	0.0422931841	-0.0061788467
